smiles,logP,qed,SAS
"Oc(c2)c(c(c(C(=C3)C(c(c(O)4)c(cc(c4CC=C(C)C)O)O3)=O)c2)1)CC(O1)C(C)(C)O",4.1599,0.451509078,3.755176219
"c(c12)c(c(c(O)c1C(=O)C(c(c(O)3)ccc(O4)c3CC4C(C)(C)O)=CO2)CC=C(C)C)O",4.1599,0.451509078,3.761257386
"c(c(CC=C(C)C)1)(ccc(C(=C4)C(=O)c(c(O)2)c(O4)cc(O3)c2CC3C(C)(C)O)c1O)O",4.1599,0.451509078,3.765493991
"c(c13)c(c(c(O)c(C(=O)C(=CO3)c(c2)c(c(CC(C(C)=C)O)c(c2)O)O)1)CC=C(C)C)O",4.2706,0.363210081,3.71849594
"c(c(CC=C(C)C)1)(ccc(C(=C3)C(=O)c(c2O3)c(c(CC(O)C(C)=C)c(O)c2)O)c1O)O",4.2706,0.363210081,3.71849594
"c(c4)(c(c(c(c4)C(=C2)C(c(c(O)3)c(cc(c3CC=C(C)C)O)O2)=O)1)CC(O)C(C)(C)O1)O",4.1599,0.453267164,3.767141206
"C(C(c(c2O)c(OC)cc(c(CC=C(CCC=C(C)C)C)2)O)=O)=Cc(c1)c(ccc(O)1)O",5.6489,0.174431977,3.018360151
"c(c1O)(OC)cc(C(C=Cc(c2O)cc(cc2)O)=O)c(O)c1CC=C(CCC=C(C)C)C",5.6489,0.174431977,2.989007896
"c(c12)c(c(c(O)c1C(=O)C(c(c4)c(O)c(C3)c(c4)OC(C)(C)C3O)=CO2)CC=C(C)C)O",4.1599,0.453267164,3.739087625
"c(c1C(C=Cc(c2CC=C(C)C)ccc(c2O)OC)=O)(O)c(CC=C(C)C)c(cc(O)1)O",5.4311,0.248647769,3.12198142
"c(c1C(=O)C=Cc(c2)c(CC=C(C)C)c(OC)c(c2)O)(O)c(CC=C(C)C)c(cc(O)1)O",5.4311,0.248647769,3.152819703
"c(c(C=CC(=O)c(c2O)c(cc(c2)O)O)1)(c(O)c(c(CC=C(C)C)c1)OC)CC=C(C)C",5.4311,0.248647769,3.233048504
"Oc(c1)c(C=CC(c(c2O)c(OC)cc(O)c(CC(C(C)=C)CC=C(C)C)2)=O)ccc(O)1",5.5048,0.233770408,3.579224563
"c(c3)(c(c(cc3)O)C(C2)Oc(c1CC(C(C)=C)CC=C(C)C)c(C(=O)2)c(cc1OC)O)O",5.6096,0.48641219,3.955347671
"C(C)(=C)C(Cc(c31)c(OC)cc(O)c1C(=O)CC(O3)c(c(O)2)cc(O)cc2)CC=C(C)C",5.6096,0.38408435,3.913471809
"O(c(c3O)cc(cc3)C(O1)CC(c(c2O)c1c(c(O)c2CC=C(C)C)CC=C(C)C)=O)C",5.5359,0.512900006,3.53065049
"c(c1)(C(C3)Oc(c(C3=O)2)cc(O)cc2O)cc(CC=C(C)C)c(OC)c1C=CC(C)(C)O",5.1057,0.542838562,3.694877015
"c(c1C(O2)CC(=O)c(c3O)c2cc(O)c3CC=C(CCC=C(C)C)C)c(O)c(OC)cc1",5.7537,0.476193169,3.449900827
"c(c(O)1)(C(=O)2)c(OC(c(c3OC)ccc(O)c3)C2)cc(c1CC(C(C)=C)CC=C(C)C)O",5.6096,0.48641219,3.887445814
"c(OC)(c3)ccc(c3O)C(C2)Oc(c(C2=O)1)c(CC=C(C)C)c(c(CC=C(C)C)c(O)1)O",5.5359,0.512900006,3.562512559
"C(c21)(=O)CC(c(c3OC)ccc(c3)O)Oc1c(c(O)cc2O)CC(C(C)=C)CC=C(C)C",5.6096,0.48641219,3.906263851
"C(C=C(C)C)C(C(C)(C)1)Cc(c42)c(cc(O)c2C(CC(O4)c(c3OC)ccc(c3)O)=O)O1",5.4989,0.613421802,3.945969669
"O=C(c12)CC(c(c3)c(O)cc(c(CC=C(C)C)3)O)Oc1c(CC=C(C)C)c(cc2O)OC",5.5359,0.512900006,3.640418659
"C(C=C(C)C)c(c3O)c(O1)c(c(O)c3)C(=O)CC(c(c2)c(OC)cc(c2C(C=C)(C)C)O)1",5.4908,0.51619382,3.754594151
"COc(c(CC=C(C)C)3)c(c(c(c3O)1)OC(c(c2)ccc(O)c2O)CC1=O)CC=C(C)C",5.5359,0.404999853,3.591958713
"c(c1C(C2)Oc(c(CC(C(C)=C)CC=C(C)C)3)c(c(cc3O)OC)C2=O)(cc(O)cc1)O",5.6096,0.48641219,3.91068348
"Oc(c3)c(c(c(c3)C(C2)C(=O)c(c(O)1)c(O2)cc(c(CC=C(C)C)1)O)OC)CC=C(C)C",5.1883,0.537422263,3.665594787
"Oc(c1)ccc(C(C3O)Oc(c2)c(C3=O)c(c(c2O)CC=C(CCC=C(C)C)C)OC)c1",5.0189,0.52553841,3.754296417
"C(c23)(C(COc2cc(c(CC=C(C)C)c(O)3)O)c(c(O)1)cc(CC=C(C)C)c(OC)c1)=O",5.1883,0.537422263,3.651673832
"C(=CCc(c3OC)c(cc(c31)OCC(c(c2)c(c(c(c2)O)CC=C(C)C)O)C1)OC)(C)C",5.8511,0.530796484,3.632784918
"c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c2)cc(c(OS(O)(=O)=O)c2)OC)OC)=O",2.0786,0.481029349,2.726421041
"c(c3OC)c(O1)c(c(c3OC)O)C(C(OS(O)(=O)=O)=C1c(c2)cc(OC)c(O)c2)=O",2.0786,0.481029349,2.708945828
"c(c3OC)c(O1)c(c(c3OC)O)C(C(OS(O)(=O)=O)=C1c(c2)cc(O)c(OC)c2)=O",2.0786,0.481029349,2.722067195
"c(c3OC)(O)cc(O1)c(c3O)C(C(OS(O)(=O)=O)=C1c(c2)cc(OC)c(OC)c2)=O",2.0786,0.481029349,2.704872323
"c(c(O)5)c(c1cc5)OC(c(c4)cc(O)c(O)c(O)4)C(O3)C(c(c2O)c(C(=O)3)cc(O)c2O)1",2.4304,0.21957207,4.127518059
"O(c12)C(c(c5)cc(c34)c(c(O)5)OC(c3cc(c(c4O)O)O)=O)C(O)Cc1c(O)cc(O)c2",2.2169,0.131655888,3.957191347
"O(c14)COc1cc(cc4)C(O3)=C(OC)C(=O)c(c23)c(cc(c2OC)OCC=C(C)C)OC",4.5595,0.494518239,2.775660204
"c(c32)cc(c1c2OC(c(c4)cc(OC(C(O)5)OC(CO)C(O)C5O)cc4)=CC3=O)occ1",1.3849,0.370085948,3.885648765
"O(C5C(C)(C)O)c(c43)c(C5)c(c(c3OC(C4)C(C)(C)O)2)OC(CC2=O)c(c1)ccc(c1)O",3.2475,0.67283087,4.372388863
"O(c(c2)c(O1)c(c(O3)c2C(=O)C(c54)(C3COc4cc(OC)c(OC)c5)O)C=CC1(C)C)C",3.1205,0.778465505,3.90070284
"O(C1(C)C)c(c(CC(O)C(C)(C)O)2)c(c(c(C(=O)3)c2OC(c(c4)ccc(c4)O)C3)O)C=C1",3.6628,0.573230213,3.982159872
"C(C(O4)Cc(c43)c(c1c(O)c3CC=C(C)C)OC(c(c2)cc(c(c2)O)O)CC1=O)(C)(C)O",4.093,0.417851619,4.061164116
"C(c13)(CC(c(c4)cc(c(c4)O)O)Oc(c(c(c(c3O)2)OC(C2)C(C)(C)O)CC=C(C)C)1)=O",4.093,0.417851619,4.036621411
"C(C(O4)Cc(c43)c(c1c(O)c3CC=C(C)C)OC(c(c2)cc(c(c2)O)O)CC1=O)(C)(C)O",4.093,0.417851619,4.061164116
"C(c13)(CC(c(c4)cc(c(c4)O)O)Oc(c(c(c(c3O)2)OC(C2)C(C)(C)O)CC=C(C)C)1)=O",4.093,0.417851619,4.036621411
"C(C2)(=O)c(c(O)1)c(OC2c(c3)cc(c(c3)O)O)c(CC(O)C(C)=C)c(O)c1CC=C(C)C",4.2037,0.336350687,3.992035537
"c(c5O)c(cc(c45)OC(CC(=O)4)c(c2)c(C1)c(c(O3)c2CCC(C)(C)3)OC(C1O)(C)C)O",3.9823,0.615876601,4.159011627
"C(C1)(C(C)(C)Oc(c(O)2)c1cc(C(O3)CC(c(c4O)c3cc(c4)O)=O)c2CC=C(C)C)O",4.093,0.531236247,4.138204435
"c(c1O)c(c(C(O3)CC(=O)c(c32)c(c(c(O)c2)CC=C(C)CCC=C(C)C)O)c(c1)O)O",5.1563,0.392782839,3.681024495
"CC(C)=CCCC(=CCc(c(O)1)c(O2)c(C(=O)CC(c(c3O)c(cc(c3)O)O)2)c(c1)O)C",5.1563,0.392782839,3.702840941
"c(c(CC=C(C)C)3)(c(CC=C(C)C)c(c1c(O)3)OC(c(c2O)c(cc(c2)O)O)CC1=O)O",4.9385,0.416790109,3.781022595
"CC(=C)C(CC=C(C)C)Cc(c1O)c(O2)c(C(=O)CC(c(c3O)c(cc(c3)O)O)2)c(c1)O",5.0122,0.399455902,4.096997433
"CC(=C)C(CC=C(C)C)Cc(c3O)c(O)c(c(c3)2)C(CC(O2)c(c1O)c(cc(c1)O)O)=O",5.0122,0.399455902,4.077960582
"c(c(C(C(O)3)Oc(c(C(=O)3)2)cc(c(CC=C(C)CCC=C(C)C)c2O)O)1)cc(c(c1)O)O",4.4215,0.332236916,3.833172074
"c(c32)(c(c(CC=C(C)C)c(O)c3CC=C(C)C)O)C(C(C(O2)c(c1O)ccc(O)c1)O)=O",4.2037,0.440898356,3.97340924
"C(O)(C2c(c3O)ccc(O)c3)C(c(c1O)c(O2)c(CC(C(C)=C)CC=C(C)C)c(c1)O)=O",4.2774,0.424349582,4.229074145
"C(=C(C)C)Cc(c1)c(OC)c(cc(CCC(c(c(O)2)c(O)cc(O)c2CC=C(C)C)=O)1)O",5.3505,0.309246741,3.076619166
"c(c2O)(c(OC)cc(c2CC=C(CCC=C(C)C)C)O)C(CCc(c1)cc(O)c(c1)O)=O",5.5683,0.218602433,2.895041848
"C(C(c(c3)ccc(c(CCC(C)(C)O)3)OC)1)C(c(c(O)2)c(c(CC=C(C)C)c(O)c2)O1)=O",5.0251,0.523041929,3.456996909
"Oc(c(O)1)cc(C(=O)OC(C3c(c4)cc(O)c(O)c(O)4)Cc(c(O3)2)ccc(c2)O)cc(O)1",2.5276,0.235487113,3.598116522
"Oc(c(O)1)cc(C(=O)OC(C3c(c4)cc(O)c(O)c(O)4)Cc(c(O3)2)ccc(c2)O)cc(O)1",2.5276,0.235487113,3.598116522
"Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1",2.5276,0.235487113,3.608068445
"Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1",2.5276,0.235487113,3.608068445
"Oc(c(O)1)cc(C(=O)Oc(c42)cc(cc2OC(C(C4)O)c(c3)ccc(c3O)O)O)cc(O)1",2.1765,0.180643524,3.600939249
"Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1",2.5276,0.235487113,3.608068445
"Oc(c(O)1)cc(C(=O)OC(C3)C(Oc(c4)c3c(O)cc(O)4)c(c2)ccc(c2O)O)cc(O)1",2.5276,0.235487113,3.608068445
"C(C3O)c(c(OC3c(c4)ccc(c4O)O)1)c(O)cc(OC(=O)c(c2)cc(O)c(O)c(O)2)c1",2.1765,0.180643524,3.575265648
"c(c4)c(cc(c(O)4)OC(=O)c(c3)cc(O)c(O)c(O)3)C(C(O)2)Oc(c1C2)cc(cc1O)O",2.1765,0.180643524,3.586216696
"c(c43)(cc(cc4O)O)OC(C(O)C3)c(c1)cc(O)c(OC(=O)c(c2)cc(O)c(O)c(O)2)c1",2.1765,0.180643524,3.59241285
"O(C)c(c3)ccc(c3)C(O2)=C(OC)C(=O)c(c21)c(O)c(c(c(OC(C(C)=CC)=O)1)O)OC",3.7686,0.333322283,2.901124607
"C(O3)(C(O)2)C(O)(C(c(c5O)c3c(C4)c(c5)OC(C(C)=C)4)=O)c(c1O2)cc(c(OC)c1)OC",1.8313,0.610889194,4.42971007
"O(c(c3)c(OC)cc(c3)C(O2)=C(C(=O)c(c21)c(O)cc(c1OC)O)OC(C(C)=CC)=O)C",3.7686,0.433406175,2.843424342
"c(C2=O)(c(OC(c(c(O)3)c(O)ccc3)C2)1)c(cc(O)c(CC(C(C)(C)O)CC=C(C)C)1)O",4.5014,0.416786103,4.049139651
"C(O2)(c(c3)ccc(O)c(OC)3)=C(OC)C(=O)c(c12)c(cc(c1OC)OCC=C(C)C)OC",4.545,0.507922433,2.733182372
"O(C)c(c31)c(O)c(CC=C(C)C)c(c1C(=O)C(=CO3)c(c2OC)cc(c(c2)OC)OC)O",4.4143,0.518158293,2.882723546
"O=C(c32)CC(Oc2c(CC(O)C(C)(C)O)c(O)c(c3O)CC=C(C)C)c(c1)ccc(c1)O",3.6929,0.431771315,3.867350922
"O(c23)C(=CC(=O)c(c(c(C(O4)C(C(C(C(C)4)=O)O)O)c(O)c3)O)2)c(c1)cc(c(c1)O)OC",1.3361,0.397571674,4.085132942
"c(O5)(c4OC5)cc(cc4)C(C(=O)1)=COc(c2)c(ccc2OC(C(O)3)OC(CO)C(O)C3O)1",0.3674,0.444692413,3.779403119
"O(c31)c(c45)c(c(O)cc(OC(C=C5)(C)C)4)C(=O)c1cc(C(C)=C)c(c32)c(=O)c(OC)cc2=O",4.7784,0.567594339,3.508648738
"c(c1)c(ccc1C(=C4)Oc(c3C4=O)c(c(cc3OC)O)C(C2O)OC(C)C(C2O)O)OC",1.7253,0.473666359,3.863500711
"c(c31)(c(O)c(OC)c(c3OC(C(C)CC)=O)OC)C(=O)C(OC)=C(c(c2)ccc(c2)O)O1",3.8485,0.412819114,3.244421842
"c(c1)c(ccc1C(=C4)C(c(c2O4)c(O)c(C(O3)C(C(C(C(C)3)O)O)O)c(c2)OC)=O)OC",1.7253,0.473666359,3.876591621
"O(C)c(c3)ccc(c3)C(O2)=C(OC)C(=O)c(c21)c(O)c(c(c1OC(CC(C)C)=O)O)OC",3.8485,0.412819114,2.756473679
"c(c1)c(ccc1C(C4=O)=COc(c42)c(C(C3O)OC(C)C(C3O)O)c(cc(O)2)OC)OC",1.7253,0.473666359,3.90875246
"Oc(c3)c(cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)cc1OS(O)(=O)=O)OS(O)(=O)=O",1.2344,0.409448158,2.828073206
"c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(C(O)2)OC(C(O)=O)C(O)C2O)(c(O)1)cccc1",0.1422,0.319946686,3.930366621
"C(C(Oc(c4)cc(c(c4O)3)OC(=CC(=O)3)c(c2)ccc(O)c2)1)(O)C(O)C(C(C(O)=O)O1)O",0.1422,0.319946686,3.874404558
"C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c1O)cc(O2)c(C(=O)C=C(c(c3)cccc3)2)c1O)O)O",0.1422,0.299297442,3.892785327
"Oc(c3)ccc(c3)C(O1)=C(OS(O)(=O)=O)C(=O)c(c(O)2)c(cc(c2)OS(O)(=O)=O)1",1.2344,0.409448158,2.807057229
"C(C(Oc(c4)ccc(c4)C(=C2)Oc(c3)c(c(cc(O)3)O)C(=O)2)1)(O)C(O)C(C(C(O)=O)O1)O",0.1422,0.319946686,3.851685851
"C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c(O)1)c(O)cc(O2)c(C(=O)C=C(c(c3)cccc3)2)1)O)O",0.1422,0.319946686,3.914128858
"C(C(Oc(c4)cc(c(c4O)3)OC(=CC(=O)3)c(c2)ccc(O)c2)1)(O)C(O)C(C(C(O)=O)O1)O",0.1422,0.319946686,3.874404558
"C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c(O)1)cc(O)c(C(=O)3)c1OC(=C3)c(c2)cccc2)O)O",0.1422,0.299297442,3.923265746
"C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c12)c(cc(O)c(C(=O)C=C(c(c3)cccc3)O2)1)O)O)O",0.1422,0.319946686,3.917522739
"c(c1O)(cc(C(O2)=CC(=O)c(c3)c2cc(O[C@@H]([C@@H](O)4)OC(CO)[C@H](O)[C@@H]4O)c3)cc1)OC",0.3529,0.370156193,3.714563387
"C(=C3)(c(c4O)cccc4)Oc(c(C(=O)3)1)cc(OC)cc(OC(C(O)2)OC(CO)C(C2O)O)1",0.3529,0.370156193,3.821671944
"c(c1C(O2)=CC(=O)c(c3O)c2cc(c([C@@H]([C@@H](O)4)OC([C@@H]([C@@H]4O)O)CO)3)O)cc(OC)cc1",0.3947,0.32954386,3.863846865
"O[C@@H]([C@H]1O)[C@H](Oc(c2)c(C(=C4)Oc(c3)c(C4=O)c(cc3OC)O)ccc2)OC(CO)[C@@H]1O",0.3529,0.370156193,3.785653275
"C(C1O)(C(C(OC1Oc(c4)cc(c(c4O)3)OC(=CC3=O)c(c2)ccc(OC)c2)CO)O)O",0.3529,0.370156193,3.731367017
"c(c1)c(ccc(C(=C2)Oc(c(C(O4)C(O)C(C(C4CO)O)O)3)c(c(O)cc(O)3)C2=O)1)OC",0.3947,0.32954386,3.875090572
"C(C1O)(C(C(OC1Oc(c4)cc(c(c4O)3)OC(=CC3=O)c(c2)ccc(OC)c2)CO)O)O",0.3529,0.370156193,3.731367017
"c(c3)(cc(O1)c(c3OC(O4)C(C(C(O)C4C)O)O)C(C(C)=C(c(c2)ccc(c2O)O)1)=O)O",1.09152,0.320148485,4.037224747
"c(c4O)(cc(cc4)C(O3)=CC(c(c23)c(cc(c2)OC(C1O)OC(C(O)C1O)C)O)=O)OC",1.0861,0.392519167,3.867668718
"[C@@H](C(O)4)(O[C@H](CO)[C@H](O)C4O)Oc(c1)ccc(C(O3)=CC(c(c23)c(cc(c2)OC)O)=O)c1",0.3529,0.370156193,3.733153016
"O(C4CO)[C@H]([C@@H](O)[C@H]([C@H]4O)O)c(c(O)3)c(cc(c13)OC(c(c2)ccc(c2)O)=CC(=O)1)OC",0.3947,0.32954386,3.908282005
"O(c(c32)cc(OC)cc2OC(c(c4)ccc(c4)O)=CC3=O)[C@@H]([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O",0.3529,0.370156193,3.766338668
"O([C@@H]1Oc(c(O)2)ccc(C(O4)=CC(c(c34)c(cc(c3)OC)O)=O)c2)C([C@@H](O)[C@H]([C@@H]1O)O)C",1.0861,0.392519167,3.884597215
"COc(c3O[C@@H]([C@@H](O)4)OC(CO)[C@@H]([C@@H]4O)O)c(O)c(C(=O)2)c(c3)OC(=C2)c(c1)cccc1",0.3529,0.370156193,3.806256041
"O[C@@H]([C@H]1O)[C@H](O)[C@H](c(c42)c(cc(O)c(C(C=C(O4)c(c3)ccc(c3)O)=O)2)OC)OC1CO",0.3947,0.32954386,3.927775187
"O(C)c(c(O)3)c(c(cc3OC(C(O)4)OC(CO)C(C4O)O)2)C(=O)C=C(O2)c(c1)cccc1",0.3529,0.370156193,3.834629766
"OC(C1O)C(Oc(c4O)c(OC)cc(c34)OC(=CC(=O)3)c(c2)cccc2)OC(CO)C1O",0.3529,0.370156193,3.777337804
"[C@@H](Oc(c24)cc(c(c2OC(=CC(=O)4)c(c3)cccc3)OC)O)([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O",0.3529,0.370156193,3.862978599
"COc(c3OC(O4)C(C(C(O)C4C)O)O)c(O)c(C(=O)1)c(c3)OC(c(c2)ccc(c2)O)=C1",1.0861,0.392519167,3.908540047
"c(C(=O)3)(c(O)2)c(OC(c(c4)cccc4)=C3)c(c(c2)O[C@@H]([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O)OC",0.3529,0.370156193,3.827860708
"C(C1O)(C(C(OC1Oc(c2)cc(O3)c(C(=O)C(=C(c(c4)cccc4)3)OC)c(O)2)CO)O)O",0.3529,0.370156193,3.764723802
"O(C)c(c1)ccc(C(O2)=C(O)C(=O)c(c3)c2cc(OC(O4)C(C(C(O)C4C)O)O)c3O)c1",1.0861,0.392519167,3.813663998
"OC(C1OC(C(=O)3)=C(Oc(c4)c3c(cc4O)O)c(c2)ccc(OC)c2)C(C(O)C(C)O1)O",1.0861,0.392519167,3.805615921
"O[C@H]([C@H]1OC(C(=O)4)=C(Oc(c43)cc(cc3O)OC)c(c2)ccc(c2)O)[C@@H]([C@H](O)C(C)O1)O",1.0861,0.392519167,3.830140921
"Oc(c3)c(C2=O)c(cc3OC(C4O)OC(C(O)C4O)C)OC(=C2OC)c(c1)ccc(c1)O",1.0861,0.392519167,3.866535851
"c(c(OC)3)c(O)c(c(c3OC(C)=O)2)C(=O)C(OC)=C(O2)c(c1)c(c(OC)c(c1)OC)OC",3.1339,0.427599603,2.713338931
"[C@@H](Oc(c4)ccc(c43)C(C(=CO3)c(c2)ccc(c2O)OC)=O)([C@@H](O)1)OC(CO)[C@H](O)[C@@H]1O",0.3529,0.370156193,3.747688366
"O(C4CO)C(C(O)C(C4O)O)c(c21)c(ccc(C(=O)C(c(c3)cc(c(c3)O)OC)=CO2)1)O",0.3947,0.32954386,3.924190921
"C(C(c(c4)ccc(c4)OC)=1)(c(c2)c(cc(O[C@@H]([C@@H](O)3)OC(CO)[C@@H]([C@@H]3O)O)c2O)OC1)=O",0.3529,0.370156193,3.743960794
"O[C@@H]([C@H]1O)[C@H](Oc(c(O)2)ccc(C3=O)c(OC=C3c(c4)ccc(c4)OC)2)OC(CO)[C@@H]1O",0.3529,0.370156193,3.769429939
"[C@@H](Oc(c4)ccc(c43)C(C(=CO3)c(c2)ccc(c2O)OC)=O)([C@@H](O)1)OC(CO)[C@H](O)[C@@H]1O",0.3529,0.370156193,3.747688366
"[C@H]([C@@H]1O)([C@H](C(O[C@H]1Oc(c2)cc(c(C3=O)c(OC=C(c(c4)ccc(c4)OC)3)2)O)CO)O)O",0.3529,0.370156193,3.759011097
"OC(C1O)C(Oc(c2)c(cc(C3=O)c2OC=C3c(c4)ccc(c4)O)OC)OC(CO)C1O",0.3529,0.370156193,3.727132272
"C(C1O)(C(C(OC1Oc(c2)cc(OC)c(C3=O)c(OC=C(c(c4)ccc(c4)O)3)2)CO)O)O",0.3529,0.370156193,3.805073672
"O[C@@H]([C@H]4O)[C@H](O)[C@@H](OC4CO)c(c12)c(cc(O)c1C(C(c(c3)ccc(c3)O)=CO2)=O)OC",0.3947,0.32954386,3.97637204
"c(c43)(c(cc(c4)OC)O)C(C(=CO3)c(c2)ccc(c2)O[C@@H](C(O)1)O[C@H](CO)[C@H](O)C1O)=O",0.3529,0.370156193,3.760797095
"[C@@H](Oc(c32)cc(OC)cc(OC=C(c(c4)ccc(c4)O)C3=O)2)([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O",0.3529,0.370156193,3.80162458
"c(c1)c(O[C@@H]([C@@H](O)6)OC(CO)[C@H](O)[C@@H]6O)cc(O5)c(C(O2)C(C5)c(c4)c2cc(c43)OCO3)1",0.2037,0.517748371,4.26891945
"c(c43)(c(cc(c4)OC)O)C(C(=CO3)c(c2)ccc(c2)O[C@@H](C(O)1)O[C@H](CO)[C@H](O)C1O)=O",0.3529,0.370156193,3.760797095
"c(c2)(ccc(C([H])34)c2OCC3([H])c(c5)c(cc(O6)c5OC6)O4)OC(C(O)1)OC(CO)C(O)C1O",0.2037,0.517748371,4.26891945
"c(c2)(ccc(C([H])34)c2OCC3([H])c(c5)c(cc(O6)c5OC6)O4)OC(C(O)1)OC(CO)C(O)C1O",0.2037,0.517748371,4.26891945
"c(c(O[C@@H]([C@@H](O)4)OC(CO)[C@@H]([C@@H]4O)O)1)c(OC)cc(O3)c1C(=CC(=O)3)c(c2)ccc(c2)O",0.3529,0.346266446,3.753237717
"C(c(c4)cccc4)CC(=O)c(c3O)c(o1)c(c(c3)OC)cc1c(c2)c(ccc(C(=O)OC)2)O",5.1217,0.299660277,2.564207795
"c(c(OC)3)c(OC(O4)C(C(C(O)C4C)O)O)c(C2=O)c(c3OC)OC(C2)c(c1)cccc1",1.6166,0.628399547,3.969638545
"C(C(C(O)=O)1)(O)C(C(C(Oc(c2)c(cc(c(c4)[o+1]c(c(c4)3)cc(cc3O)O)c2)O)O1)O)O",0.7687,0.279796248,4.309378334
"O(c(c1)c(O)ccc1c([o+1]3)c(cc(c(O)4)c3cc(O)c4)OC(O2)C(C(C(O)C2C)O)O)C",1.7126,0.324955894,4.193138299
"c(c24)(c(c(cc4)O)OC(C(O)3)OC(CO)C(O)C3O)oc(c(=O)2)=Cc(c1)ccc(c1O)O",-0.4017,0.238218941,4.074113299
"c(c1O)c(C=c(c(=O)2)oc(c3O)c2ccc3OC(O4)C(O)C(O)C(O)C4CO)ccc1O",-0.4017,0.238218941,4.018975711
"C(C1Oc(c(=O)2)c(C(=O)C=Cc(c3)ccc(O)c3)c(cc2O)=O)(O)C(O)C(O)C(O1)CO",-1.3612,0.171075264,4.223317055
"C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c1O)cc(O2)c(C(=O)CC(c(c3)cccc3)2)c1O)O)O",0.0753,0.348142758,4.091095567
"c(c1O)c(C=c(c(=O)2)oc(c3)c2c(cc(OC(O4)C(O)C(O)C(O)C4CO)3)O)ccc1O",-0.4017,0.238218941,4.029615222
"C(C1Oc(c32)cc(O)cc2oc(=Cc(c4)ccc(c4O)O)c3=O)(O)C(O)C(O)C(O1)CO",-0.4017,0.238218941,4.06474669
"C(C(C(O)=O)4)(O)C(C(C(O4)Oc(c(O)1)cc(O)c(C(=O)3)c1OC(C3)c(c2)cccc2)O)O",0.0753,0.348142758,4.144680182
"c(C(=C4)Oc(c3C(=O)4)cc(cc3)O[C@H](O2)[C@@H](O)[C@@H](O)[C@@H](O)C2CO)(c1)cc(O)c(O)c(O)1",-0.2445,0.260645218,3.915356131
"c(c1OC(O4)C(O)C(O)C(O)C4CO)ccc(O)c1C(=C2)Oc(c3)c(c(cc(O)3)O)C(=O)2",-0.2445,0.278627752,4.026490397
"c(c1)c(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(CO)C(O)C2O)O)cc(c(O)1)O",-0.2027,0.246554706,4.060414667
"c(c1)c(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(CO)C(O)C2O)O)cc(c(O)1)O",-0.2027,0.246554706,4.060414667
"C(C(O)1)(c(c(O)4)c(O2)c(c(O)c4)C(=O)C=C2c(c3)cc(c(O)c3)O)OC(CO)C(O)C1O",-0.2027,0.246554706,4.071787612
"[C@@H]([C@@H]1Oc(c4)c(C(=O)3)c(cc(O)4)OC(=C3)c(c2)cc(c(O)c2)O)(O)[C@@H](O)[C@@H](O)C(O1)CO",-0.2445,0.260645218,3.958180082
"C(C(O)1)(c(c(O)4)c(O2)c(c(O)c4)C(=O)C=C2c(c3)cc(c(O)c3)O)OC(CO)C(O)C1O",-0.2027,0.246554706,4.071787612
"C(C1Oc(c4)c(C(=O)3)c(cc(O)4)OC(=C3)c(c2)cc(c(O)c2)O)(O)C(O)C(O)C(O1)CO",-0.2445,0.260645218,3.958180082
"c(c1)c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(O)C(O)C2CO)cc(c(O)1)O",-0.2445,0.260645218,3.924195642
"c(c2)(C(=C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)cc(c(O)c2)O[C@H](O1)[C@@H](O)[C@@H](O)[C@@H](O)C1CO",-0.2445,0.278627752,3.934090921
"c(c1)c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)O[C@H](O2)[C@@H](O)[C@@H](O)[C@@H](O)C2CO)cc(c(O)1)O",-0.2445,0.260645218,3.924195642
"[C@@H]([C@@H]1Oc(c(O)2)c(O)cc(O3)c(C(=O)C=C(c(c4)ccc(O)c4)3)2)(O)[C@@H](O)[C@@H](O)C(O1)CO",-0.2445,0.278627752,3.951046166
