smiles,logP,qed,SAS
"COc(c3)c(O)cc(c3)C(C1)Oc(c2)c(ccc(O)2)C1",3.1727,0.881208896,2.720901457
"COc(c3)ccc(c3)C(C2)Oc(c1)c(C2)c(O)cc(O)1",3.1727,0.881208896,2.718613198
"Clc(c3)ccc(c3)CC(O)(O1)C(=O)c(c2)c(ccc2)1",2.8464,0.915922124,2.77803663
"Oc(c3)ccc(c3)C(C1)Oc(c2)c(c(O)cc(O)2)C(O)1",2.3606,0.640645619,3.30040017
"Oc(c2)ccc(c2)CC(O)C(=O)c(c1)c(O)cc(O)c1",1.5897,0.634632934,2.694449915
"Oc(c3)ccc(c3)C(O1)C(O)Cc(c(O)2)c(cc(O)c2)1",1.8405,0.636809949,3.185358412
"Oc(c2)ccc(c2)CCC(=O)c(c(O)1)c(O)cc(O)c1",2.3245,0.641341435,2.177387963
"Oc(c3)cc(O1)c(c3)CC(O)C1c(c2)cc(O)c(O)c2",1.8405,0.595710465,3.137032862
"Oc(c3)cc(O1)c(c3)CC(O)C1c(c2)cc(O)c(O)c2",1.8405,0.595710465,3.137032862
"Oc(c3)ccc(c3)C(O1)C(O)Cc(c(O)2)c(cc(O)c2)1",1.8405,0.636809949,3.185358412
"Oc(c3)cc(O1)c(c3)CC(O)C1c(c2)cc(O)c(O)c2",1.8405,0.595710465,3.137032862
"Oc(c3)ccc(c3)C([H])(O1)C([H])(O)Cc(c(O)2)c(cc(O)c2)1",1.8405,0.636809949,3.185358412
"Oc(c3)ccc(c3)C(O1)C(O)C(O)c(c2)c(cc(O)c2)1",1.6258,0.634265985,3.307391717
"Oc(c3)ccc(c3)C(O1)C(O)C(O)c(c2)c(cc(O)c2)1",1.6258,0.634265985,3.307391717
"Oc(c3)ccc(c3)C(O1)C(O)C(O)c(c2)c(cc(O)c2)1",1.6258,0.634265985,3.307391717
"c(c3OC)(O)cc(O1)c(c3O)C(C([C@H]1c(c2)cc(O)c(O)c2)OC(C)=O)=O",1.7657,0.465280294,3.562758974
"c(OC)(c(O)1)c(O)cc(C(O2)=C(C(c(c(O)3)c2c(c(OC)c3)O)=O)OC)c1",2.3082,0.505085851,2.797365372
"c(c(OC)1)(c(OC)cc(C(O2)=C(C(c(c3O)c2cc(c3O)O)=O)OC)c1)O",2.3082,0.505085851,2.633282758
"c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c(OC)2)cc(O)c(O)c2)OC)=O",2.3082,0.505085851,2.743721958
"c(OC)(c(O)1)c(O)cc(C(O2)=C(C(c(c(O)3)c2c(c(O)c3)OC)=O)OC)c1",2.3082,0.539932927,2.848042295
"O(C(c(c4)cc(OC)cc(O)4)3)c(c2OC)c(C(C3O)=O)c(c(c21)OCO1)O",1.521,0.731178495,3.746546776
"c(c1O)(O)c(OC)ccc1C(O2)=C(C(c(c3O)c2cc(c3O)OC)=O)OC",2.3082,0.505085851,2.697504255
"c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c(O)2)cc(O)c(OC)c2)OC)=O",2.3082,0.505085851,2.775264634
"O(C(c(c3)cc(O)c(O)c3)=1)c(c2OC)c(c(c(c2OC)O)O)C(C1OC)=O",2.3082,0.505085851,2.744763264
"c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c(O)2)cc(OC)c(O)c2)OC)=O",2.3082,0.539932927,2.75941553
"c(OC)(c(O)1)c(O)cc(C(O2)=C(C(c(c3O)c2cc(c3OC)O)=O)OC)c1",2.3082,0.539932927,2.810815108
"O(C(c(c3)cc(OC)c(O)c3)=2)c(c1OC)c(C(C2O)=O)c(c(c1O)OC)O",2.3082,0.539932927,2.713395087
"O(C(c(c3)cc(O)c(O)c3)=1)c(c2OC)c(c(c(c2O)OC)O)C(C1OC)=O",2.3082,0.505085851,2.748404992
"c(C(O2)=C(C(c(c3O)c2c(c(c3OC)OC)OC)=O)O)(c1)cc(O)c(O)c1",2.3082,0.505085851,2.740366636
"c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c2)cc(OC)c(O)c(O)2)OC)=O",2.3082,0.505085851,2.721112895
"C(C2=O)=C(Oc(c3OC)c2c(c(c3O)OC)O)c(c(O)1)c(OC)c(O)cc1",2.3082,0.505085851,2.889482126
"O(C(c(c3)cc(OC)c(O)c(O)3)=2)c(c1OC)c(C(=O)C2)c(c(c1O)OC)O",2.3082,0.505085851,2.775537764
"c(c3OC)(O)cc(O1)c(c3O)C(C(=C1c(c2)cc(c(OC)c(O)2)OC)O)=O",2.3082,0.539932927,2.743141557
"c(c1OC)(O)cc(c(C3=O)c(OC(=C3OC)c(c(O)2)cc(OC)c(O)c2)1)O",2.3082,0.539932927,2.796642716
"c(c(C(O2)=CC(c(c3O)c2c(c(c3OC)O)OC)=O)1)(O)cc(O)c(OC)c1",2.3082,0.539932927,2.804053254
"c(c62)(C(=C3CO6)C(c(c5)c(c(C=4)c(c5)OC(C4)(C)C)O3)=O)cc(c(c2)1)OCO1",4.2653,0.583867488,3.203600707
"c(c1)ccc(C(C(OC(=O)c(c4)cccc4)2)Oc(c3)c(c(cc3O)O)C(=O)2)c1",3.6398,0.678174459,3.072153128
"c(c(C(O2)CC(c(c3O)c2c(c(c3OC)OC)OC)=O)1)(OC)cccc1O",2.8387,0.82101919,3.217326122
"O(C(c(c3)cc(c(OC)c(O)3)OC)2)c(c(C(=O)C2)1)cc(c(c1O)OC)OC",2.8387,0.82101919,3.071993898
"c(c3OC)(O)cc(c(c3OC)1)CC(c(c2=O)cc(c(c2OC)OC)=O)CO1",1.5431,0.772730199,3.594734854
"c(c4O)c(c(c(c4OC)OC)1)C(O2)C(c(c3)c2c(c(c3O)OC)OC)CO1",2.7419,0.84101962,3.782430468
"c(c2O)c(cc(O3)c2C(CC3c(c4)cccc4)=O)Oc(c1)ccc(c1)C(C)O",4.9443,0.674140965,3.030997167
"c(c4)(cccc4)C(O1)CC(=O)c(c(OC)2)c(c(Cc(c3)c(ccc3)O)c(c2)O)1",4.4037,0.70564644,2.925164077
"OC[C@@H](O)[C@@H](O)[C@@H](O)CN(c21)C(=N3)C(C(=O)NC(=O)3)=Nc(cc(C)c(C)c2)1",-1.72356,0.328412159,3.790500281
"c(CC=C(C)C)(c3O)cc(c2c3CC=C(C)C)C(=O)CC(O2)c(c1)cccc1",6.1161,0.639865927,3.300956769
"C(C)(C)=CCc(c1O)c(c(CC=C(C)C)cc1C(C=Cc(c2)cccc2)=O)O",6.0113,0.353273192,2.743653099
"c(c1OC)(OC)cc(c(C2=O)c(OC(c(c(O)3)cccc3Cl)=C2OC)1)O",3.5504,0.715811407,2.611524397
"o(c45)c(c1)c(c4cc(O)c(O)c5)c(c(C(=O)3)c1OC(C3)c(c2)ccc(O)c2)O",4.1149,0.367810916,3.257785981
"o(c45)c(c(c4cc(O)c(O)c5)1)cc(c(C(=O)3)c(OC(C3)c(c2)ccc(O)c2)1)O",4.1149,0.367810916,3.270924053
"C(c64)(C3(COc4cc(O5)c(c6)OC5)[H])(C(=O)c(c2)c(O3)c(C=1)c(c2)OC(C1)(C)C)[H]",3.7194,0.696297422,3.843896803
"c(c62)(C(C5CO6)C(=O)c(c4O5)ccc(c43)OC(C(C)=C)C3)cc(c(c2)1)OCO1",3.4148,0.708919555,4.01345984
"c(c54)c(ccc4OCO5)C(=C1OC)Oc(c32)c(ccc2OC(C=C3)(C)C)C1=O",4.3815,0.659207136,2.827067545
"c(c(OC)2)c(c(c(O3)c2C(=O)C=C3c(c5)cc(O4)c(c5)OC4)1)OC(C=C1)(C)C",4.3815,0.659207136,2.861596391
"c(c5)c(C1=O)c(c(c45)C(C3O)(CO4)C(=O)OC3(C)C)OC(c(c2)cccc2)=C1",2.7865,0.655589734,4.162787757
"c(c51)(CC(C(C)=C)O5)c(c(C2=O)c(OC=C2c(c4)cc(O3)c(c4)OC3)c1)OC",4.0769,0.64009352,3.368993885
"c(C(=C5)C(c(c(O5)3)ccc(O4)c(C=CC(C)(C)4)3)=O)(c(OC)1)cc(O2)c(OC2)c1",4.3815,0.659207136,2.899837737
"O(C5)c(c1O5)c(cc(C(C4=O)=COc(c34)c(C=2)c(cc3)OC(C2)(C)C)c1)OC",4.3815,0.659207136,2.930541583
"c(O5)(c4OC5)cc(cc4)C(=C1)C(c(c2OC)c(cc(O3)c(C=CC3(C)C)2)O1)=O",4.3815,0.659207136,2.938935814
"c(O5)(c1OC5)cc(C(=C4)C(c(c(O4)3)cc(OC)c(c32)OC(C=C2)(C)C)=O)cc1",4.3815,0.659207136,2.871781968
"COc(c1C(=O)CCc(c3)cccc3)c(Cc(c2)c(ccc2)O)c(O)cc1O",4.2183,0.536036634,2.397158664
"C(=O)(CCc(c3)cccc3)c(c2O)c(O)c(c(c2)OC)Cc(c1)c(ccc1)O",4.2183,0.536036634,2.305302579
"O(C)c(c2C(=O)CCc(c3)cccc3)cc(c(c2O)Cc(c1)c(ccc1)O)O",4.2183,0.536036634,2.304668109
"OC[C@@H](O)[C@@H](O)[C@@H](O)CN(c21)C(=N3)C(C(=O)NC(=O)3)Nc(cc(C)c(C)c2)1",-1.37276,0.366569181,4.433567464
"COc(c3)cc(O1)c(c(O)3)C(=O)C(OS(O)(=O)=O)=C1c(c2)ccc(O)c2",2.0614,0.579268732,2.537310963
"COc(c3)ccc(c3)C(O1)=C(OS(O)(=O)=O)C(=O)c(c(O)2)c(cc(O)c2)1",2.0614,0.579268732,2.50691378
"c(O5)(c4OC5)cc(cc4)C(O1)=CC(c(c3)c(c(c(c3OC)2)C=CC(O2)(C)C)1)=O",4.3815,0.659207136,2.852679468
"COc(c3)c(cc(c3)C(=C1)Oc(c2)c(c(O)cc(O)2)C(=O)1)OS(O)(=O)=O",2.0614,0.579268732,2.533412588
"COc(c(O)1)c(cc(O2)c(C(=O)C=C2c(c3)ccc(O)c3)1)OS(O)(=O)=O",2.0614,0.579268732,2.603335665
"COc(c(O)3)cc(cc3)C(=C2)Oc(c1)c(C(=O)2)c(O)cc1OS(O)(=O)=O",2.0614,0.579268732,2.55684184
"COc(c(O)3)c(O)c(C(=O)2)c(c3)OC(=C2)c(c1)ccc(c1)OS(O)(=O)=O",2.0614,0.579268732,2.577706629
"c(O5)(c4OC5)cc(cc4)C(O1)CC(c(c3)c(c(c(c3OC)2)C=CC(O2)(C)C)1)=O",4.3146,0.773450849,3.376501962
"C(C)(C)=CCc(c(OC)1)c(OC)cc(O4)c1c(c2C(=O)4)oc(c3)c2ccc3O",4.9239,0.399516371,2.899627071
"COc(c3)c(O)cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)cc1OS(O)(=O)=O",2.0614,0.579268732,2.571811288
"O=C(C=3OC)c(c(OC(c(c4)ccc(OC)c4)3)1)c(O)c(C2)c(OC(C(C)=C)2)c1",4.0624,0.687895232,3.175109432
"c(c1)(ccc(C(=C4OC)Oc(c(C4=O)3)c(C=2)c(c(OC)c3)OC(C2)(C)C)c1)O",4.367,0.727083626,2.809110503
"C(O1)(C=Cc(c2O)c1cc(OC)c(C(C=Cc(c4)ccc(c43)OCO3)=O)2)(C)C",4.2098,0.632678911,2.843881157
"O(C)c(c4)ccc(c4)C(C3=O)=C(c(c(O3)1)c(c(C=2)c(OC(C2)(C)C)c1)OC)O",4.367,0.680157911,2.824069675
"C(O5)([H])(O1)C([H])(C(C(C)(C)5)O)c(c42)c1cc(c2C(C=C(O4)c(c3)cccc3)=O)OC",3.4404,0.733818442,3.821038224
"C(=C1)C(Oc(c2O)c(cc(C(O4)=CC(=O)c(c43)c(c(c(c3)OC)C)O)c2)1)(C)C",4.37242,0.686121584,3.023386765
"c(c(OC)2)c(c(c(O3)c2C(=O)CC3c(c5)cc(O4)c(c5)OC4)1)OC(C=C1)(C)C",4.3146,0.773450849,3.383014846
"c(O4)(c3OC4)cc(cc3)C(O1)=CC(=O)c(c2)c1cc(c2OCC=C(C)C)OC",4.5423,0.605484034,2.497484083
"O(C)C(=C1c(c4)ccc(c4)O)C(=O)c(c3OC)c(cc(c32)OC(C(C)=C)C2)O1",4.0624,0.687895232,3.293002332
"c(c4OCC=C(C)C)(OC)c(O3)c(cc4)C(=O)C(=C3)c(c2)cc(O1)c(c2)OC1",4.5423,0.605484034,2.605456391
"C(C)(C)=CCc(c(O)4)c(c1cc4OC)OC=C(c(c3)cc(O2)c(c3)OC2)C1=O",4.4116,0.675649443,2.717281741
"c(O4)(c(OC4)3)cc(c(OC)c3)C(C2=O)=COc(c21)cc(cc1)OCC=C(C)C",4.5423,0.605484034,2.581885045
"c(c31)(C=CC(O3)(C)C)c(OC)c(C(C=C(OC)c(c2)cccc2)=O)c(OC)c1",4.7582,0.410891391,2.912507545
"c(c3OC)(c(OC)cc(c32)OC(C=C2)(C)C)C(OC)=CC(c(c1)cccc1)=O",4.7582,0.410891391,2.906418787
"Oc(c3)c(O)cc(c3)C(O1)=C(O)C(=O)c(c(O)2)c(cc(c2)OS(O)(=O)=O)1",1.464,0.329253441,2.743421577
"Oc(c3)cc(O1)c(c(O)3)C(=O)C(OS(O)(=O)=O)=C1c(c2)cc(O)c(O)c2",1.464,0.329253441,2.758365533
"Oc(c3)cc(O1)c(c(O)3)C(=O)C(O)=C1c(c2)cc(c(O)c2)OS(O)(=O)=O",1.464,0.416973217,2.74384883
"Oc(c3)cc(O1)c(c(O)3)C(=O)C=C1c(c2)cc(OS(O)(=O)=O)c(O)c(O)2",1.464,0.329253441,2.826866413
"Oc(c3)c(O)cc(c3)C(=C2)Oc(c(O)1)c(C(=O)2)c(O)cc(OS(O)(=O)=O)1",1.464,0.253220916,2.817336303
"Oc(c3)c(O)cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)c(c(O)1)OS(O)(=O)=O",1.464,0.329253441,2.819765314
"Oc(c3)c(O)cc(c3)C(=C2)Oc(c1)c(C(=O)2)c(O)c(O)c1OS(O)(=O)=O",1.464,0.329253441,2.779018061
"COc(c13)c(O)cc(c1C(=O)C(OC(=O)C(C)=CC)=C(O3)c(c2)cccc2)O",3.7514,0.522684681,2.756254897
"COC(C3=O)=C(Oc(c23)c(OC(=O)C(C)=CC)c(O)cc2O)c(c1)cccc1",3.7514,0.401984238,2.783907645
"O=C(C34OC)c(c(OC3COc(c5)c4cc(OC)c(OC)5)1)cc(c2)c(oc2)c1",3.328,0.687639175,3.845609667
"COC(C4=O)=C(Oc(c43)cc(O2)c(c3O)CC2C(C)=C)c(c1)cc(c(O)c1)O",3.465,0.469972207,3.40618634
"COC(C3=O)=C(Oc(c23)c(OC(=O)C(C)=CC)c(O)cc2O)c(c1)cccc1",3.7514,0.401984238,2.783907645
"O(C(c(c4)cc(O)c(OC)c4)=3)c(c(C(C(O)3)=O)2)cc(O1)c(c2O)CC1C(C)=C",3.465,0.595182309,3.386798128
"COC(C4=O)=C(Oc(c42)cc(O3)c(C=CC(C)(C)3)c2O)c(c1)cc(c(O)c1)O",3.7696,0.578879662,2.983680672
"c(c23)c(c1cc2OCC(O)(c45)C3Oc4cc(O6)c(OC6)c5)CC(C(=C)CO)O1",1.981,0.768344241,4.315923088
"C(C=13)C(C(C)=C)c(c(O)4)c(c(cc4OC)O)C(Oc(c2)c(C3=O)c(cc(O)2)O)1",3.5068,0.395318448,3.608009199
"O(C)c(c62)c(o1)c(cc2C(C(C(O6)5)(O)c(c3)c(OC5)cc(O4)c(OC4)3)=O)cc1",2.394,0.685389201,3.901301932
"c(c45)(C(C(O5)(C)C)3)c(c(O)cc4O)C(O2)=C(C3)C(=O)c(c21)c(cc(OC)c1)O",3.3961,0.591679828,3.668842484
"c(c4OC)c(c3c(c4O)CC=C(C)C)c(c2o3)C(=O)c(c(O2)1)c(cc(O)c1)O",4.3265,0.452064812,3.208738214
"C(C)(C)=CCc(c4O)c(cc(c34)CCO3)C(O2)CC(c(c21)c(O)cc(O)c1)=O",3.9535,0.695753339,3.661934876
"c(O4)(c3OC4)cc(cc3)C(O1)CC(=O)c(c2)c1cc(c2OCC=C(C)C)OC",4.4754,0.710956582,3.059264077
"C(=O)(c23)C(C(Oc2cc(O)c(CC=C(C)C)c3O)c(c1)cccc1)OC(C)=O",3.8546,0.616198183,3.513481929
"C(=C2c(c3O)ccc(c3)O)c(c(OC)1)c(OC2=O)cc(OC)c1CC=C(C)C",4.3971,0.502265947,2.727760592
"c(c56)c(c(cc5OCO6)1)OC(c42)C1COc2cc(O3)c(c4OC)CCC3(C)C",4.1372,0.739014026,3.917561761
"O(C35)c(c(C3COc(c54)c(c(O)c(CC=C(C)C)c4)OC)2)cc(c(c2)1)OCO1",4.2479,0.800940199,3.832800244
"C(O1)(C=Cc(c2OC)c1cc(O3)c2C(O5)C(c(c54)cc(OC)c(O)c4)C3)(C)C",4.2033,0.839620293,3.935525582
"c(c1C(O3)=CC(=O)c(c32)c(O)cc(c2CC=C(C)C)OC)cc(O)cc1OC",4.3971,0.636079755,2.729990362
"c(c1CC=C(C)C)c(C(C3=O)=COc(c32)cc(cc(OC)2)O)cc(c1OC)O",4.3971,0.636079755,2.847114438
"c(c(OC)3)(OC)cc(cc3CC=C(C)C)C(=C2)C(=O)c(c1O2)c(O)cc(c1)O",4.3971,0.636079755,2.723667884
"c(c13)c(O)ccc1C(C(=CO3)c(c(O)2)c(OC)c(c(c2)OC)CC=C(C)C)=O",4.3971,0.636079755,2.823356596
"N(C([H])1c(c(O)4)c(c(c(O)c4)2)OC(c(c3)ccc(O)c3)=C(C2=O)O)C(C(C1)([H])C)=O",2.4795,0.457780137,3.699448363
"N(C4)(C)C([H])(CC4)c(c31)c(c(c(c(C(=O)C=C(O3)c(c2)ccc(O)c2)1)O)OC)O",3.3521,0.637125022,3.186582213
"O(c43)C(C(C(=O)c3c(cc(O)c4)O)O)c(c2)c(c(c(c2)1)C=CC(C)(C)O1)OC",2.9679,0.730918108,3.847336075
"c(C(=O)2)(c1OCC2(O)c(c4)c(OC)c(c(c4)3)C=CC(C)(C)O3)c(cc(O)c1)O",2.7535,0.731046782,3.729204522
"O([C@H](c(c4)cc(c(O)c4)OC)3)c(c(C([C@H](O)3)=O)2)cc(c1c2O)OC(C=C1)(C)C",2.9679,0.730918108,3.704154257
"C(c(c1O)c(O)cc(O2)c1C(C(=C2c(c3)cc(c(O)c3)O)OC)=O)C=C(C)C",3.7997,0.398751313,2.838946816
"c(c1)c(c(O)c(C3=O)c(OC(=C3OC)c(c2CC=C(C)C)cc(O)c(O)c2)1)O",3.7997,0.398751313,2.99721382
"C(C)(C)(O)CCc(c(OC)4)c(c3cc4O)c(C(=O)1)c(o3)c(c2)c(cc(O)c2)O1",3.8157,0.458472626,3.023937015
"c(c3)(ccc(OCC=C(C)C)c3)C(O2)=C(C(c(c21)c(cc(c1OC)O)O)=O)O",3.9304,0.571843412,2.714516835
"COc(c3)c(c(c(c(O)3)2)OC(=C(C2=O)OC)c(c1)cccc1)OC(=O)CCC",3.8883,0.508747593,2.467069675
"C(c(c3O)c(O)cc(c31)OC(c(c2)cc(c(O)c2)OC)=C(C1=O)O)C=C(C)C",3.7997,0.504986728,2.805318881
"COC(C3=O)=C(Oc(c23)c(OC(=O)C(C)CC)c(O)cc2O)c(c1)cccc1",3.8313,0.50847009,3.066324402
"O(c21)C(c(c3)cc(c(O)c(O)3)CC=C(C)C)=C(C(=O)c1c(cc(O)c2)O)OC",3.7997,0.398751313,2.886701472
"c(c3)(ccc(OCC=C(C)C)c3)C(=C2O)Oc(c1C2=O)cc(c(c1O)OC)O",3.9304,0.571843412,2.679223529
"C(C)(C)(C4)Oc(c(C(C)4)3)cc(c(c13)C(C(O)=C(c(c2)cc(c(O)c2)O)O1)=O)O",3.947,0.468916608,3.483854745
"C(=C(c(c4)c(O)cc(O)c4)3)c(c(OC(=O)3)1)c(c(C2)c(OC(C2)(C)CO)c1)OC",2.9558,0.595715917,3.425934284
"C(C=24)C(Oc(c1)c(C2Oc(c3)c(C4=O)c(cc(OC)3)O)ccc(O)1)C(C)(C)O",2.9542,0.623084569,3.382016709
"C(c(c(O)1)c(O)c(OC)cc1C(C(=O)2)=COc(c3)c2c(cc(O)3)O)C=C(C)C",3.7997,0.504986728,2.945895601
"c(O)(c1CC=C(C)C)c(O)cc(c1C(C(=O)2)=COc(c3)c2c(cc(O)3)O)OC",3.7997,0.398751313,3.042853294
"c(c3)(O)c(C1=O)c(c(CC=C(CO)C)c3O)OC=C(c(c2)cc(O)c(OC)c2)1",3.0665,0.499004944,2.910378773
"c(c(C(O3)CC(c(c32)c(O)cc(O)c2)=O)1)c(c(OC)c(OC)c1)CC=C(C)C",4.3302,0.746578191,3.214902624
"c(c(C(O3)CC(c(c23)c(cc(c2)OC)O)=O)1)c(OC)c(OCC=C(C)C)cc1",4.4609,0.741398656,3.002032509
"O(c(c(C(C2=O)COc(c3)c2c(cc3OC)O)1)cc(O)c(c1)C(C=C)(C)C)C",3.9375,0.759845902,3.443402114
"c(c3)(ccc(O)c3)C(O1)=C(C(c(c(O)2)c1c(c(c2)OC)OC(=O)CCC)=O)O",3.2909,0.450332899,2.613576576
"O(C)c(c21)c(c(OC)cc(OC(c(c4)cc(O3)c(c4)OC3)=C(C2=O)OC)1)OC",3.2231,0.660760142,2.476923027
"COc(c4OC)cc(c(c34)C(C(=C(O3)c(c2)cc(O1)c(c2)OC1)OC)=O)OC",3.2231,0.660760142,2.497821956
"c(C(=O)1)(c4OC)c(cc(c4OC)OC)OC(c(c2)cc(O3)c(OC3)c2OC)=C1",3.2231,0.660760142,2.559861488
"O(C)c(c21)c(O4)c(OC4)cc1OC(c(c3)cc(OC)c(OC)c3OC)=CC2=O",3.2231,0.660760142,2.574268499
"C(O1)(Oc(c4)c(C(=O)3)c(cc(O)4)OC(=C3)c(c2)cccc2)C(O)C(C(O)C1)O",0.9834,0.524294752,3.649615671
"O(C1)c(c2)c(ccc(C(O4)=CC(c(c43)c(OC)c(c(c(OC)3)OC)OC)=O)2)O1",3.2231,0.660760142,2.587031498
"O(C)c(c12)c(c(c(OC)c1C(C(c(c4)cc(O3)c(c4)OC3)=CO2)=O)OC)OC",3.2231,0.660760142,2.64331699
"c(c34)c(c(c(O)c3C(=O)CC(c(c5)cccc5)O4)1)OC(=O)CC1c(c2)cccc2",4.5397,0.517085465,3.312692153
"C(c(c(O)3)c(O)cc(c13)OC(c(c2)c(cc(O)c2OC)O)CC(=O)1)C=C(C)C",3.7328,0.591626314,3.407331061
"C(C(c(c32)c(cc(c(C(c(c4)cccc4)CC(=O)O3)2)O)O)=O)=Cc(c1)cccc1",4.4349,0.29983035,3.047232497
"COc(c4OC)c(cc(c4)C(=C3)C(c(c(O3)1)c(OC)c(O2)c(OC2)c1)=O)OC",3.2231,0.660760142,2.611300826
"O(C(c(c3O)c(cc(c3)OC)O)2)c(c(CC=C(C)C)1)c(C(=O)C2)c(cc(O)1)O",3.7328,0.591626314,3.483896648
"O(C(c(c3)c(cc(O)c3OC)O)2)c(c(CC=C(C)C)1)c(C(=O)C2)c(cc(O)1)O",3.7328,0.591626314,3.43230515
"C=CC(C)(C)c(c1)c(c(c(c1C(O)(C2=O)COc(c3)c(ccc(O)3)2)O)O)OC",2.7385,0.471495208,3.778865077
"c(c12)(cc(O)c(c1O[C@H](c(c3)cc(c(O)c3)OC)[C@H](C2=O)O)CC=C(C)C)O",2.998,0.59696224,3.606714505
"O(C(c(c3)ccc(O)c3)=2)c(c1C(C2OC)=O)cc(c(CCC(C)(C)O)c1O)O",3.2889,0.530907016,2.749398638
"C(C)(C)(O)CCc(c12)c(O)cc(c1C(C(O)=C(c(c3)ccc(OC)c3)O2)=O)O",3.2889,0.530907016,2.7170788
"C(Oc(c2)ccc(C(=O)C=Cc(c3)cccc3)c2)(O1)C(O)C(O)C(O)C1CO",0.7614,0.427814427,3.371434495
"C(C)(C)(O)CCc(c1C(C2=O)=COc(c3)c(ccc(O)3)2)c(c(O)cc1O)OC",3.2889,0.530907016,2.951053294
"C(O1)(C)(C)C=Cc(c42)c(c(C=CC(C)=C)c(O)c2C(C=C(O4)c(c3)cccc3)=O)1",5.9391,0.566095266,3.210107657
"c(c1)(ccc(C(C3O)Oc(c2CC=C(C)C)c(C3OC)c(OC)cc2O)c1)O",3.7972,0.677707276,3.87807063
"c(c3)(ccc(c3)C(C(OC)1)Oc(c2CC=C(C)C)c(c(OC)cc2O)C(O)1)O",3.7972,0.677707276,3.870081219
"c(c21)(O)cc(c(c(OC(c(c3)cc(O)c(OC)c3)=C(C2=O)O)1)OC(C)=O)OC",2.5193,0.454787892,2.641473334
"c(c41)(OCO4)ccc(C(O2)=C(C(c(c3O)c2c(c(c3OC)OC)OC)=O)O)c1",2.6257,0.695359835,2.716114054
"c(c3OC(C)=O)c(c(O)cc3OC)C(O1)=C(C(c(c(O)2)c1cc(O)c2)=O)OC",2.5193,0.454787892,2.671016654
"c(C(=O)1)(c4OC)c(cc(c4OC)OC)OC(c(c2)cc(O3)c(OC3)c2OC)C1",3.1562,0.772682839,3.07008822
"O(C4(C)C)c(c(O)1)c(C(C4O)O)cc(C(C2)Oc(c3)c(c(cc(O)3)O)C(=O)2)c1",2.0752,0.500782979,4.080321176
"c(c1OC)(C3=O)c(OC(=C3OC)c(c2)c(cc(OC)c(OC)2)O)cc(c1)OC",3.2086,0.687634209,2.440891661
"COc(c3OC)c(c(O1)c(c3O)C(C(=C1c(c2)cc(O)c(OC)c2)OC)=O)C",3.21402,0.68602645,2.624695804
"COc(c3OC)cc(c(c23)C(C(=C(O2)c(c1)cc(c(c1)OC)OC)OC)=O)O",3.2086,0.687634209,2.389853299
"c(c3OC)(OC)cc(O1)c(c3O)C(C(=C1c(c2)cc(c(c2)OC)OC)OC)=O",3.2086,0.687634209,2.361975776
"O(c32)C(=C(C(=O)c(c(cc(OC)c3)OC)2)O)c(c1)cc(OC)c(OC)c1OC",3.2086,0.687634209,2.376958394
"COc(c12)cc(c(c(OC(c(c3)cc(c(c3)OC)OC)=C(C2=O)OC)1)OC)O",3.2086,0.687634209,2.462777575
"O(C)c(c21)c(c(OC)cc(OC(c(c3)cc(c(c3)OC)OC)=C(C2=O)O)1)OC",3.2086,0.687634209,2.360846506
"COc(c1)c(C(O3)=C(C(=O)c(c32)c(cc(OC)c2)O)OC)cc(OC)c1OC",3.2086,0.687634209,2.393068484
"COc(c3OC)cc(O1)c(c3O)C(C(OC)=C1c(c2)c(ccc(OC)2)OC)=O",3.2086,0.687634209,2.422258694
"COc(c3OC)cc(c(c23)C(C(=C(O2)c(c1)cc(c(O)c1)OC)OC)=O)OC",3.2086,0.687634209,2.445257695
"O(C)c(c21)c(c(c(c1C(C(=C(c(c3)cc(OC)cc3)O2)OC)=O)O)OC)OC",3.2086,0.687634209,2.526014937
"COc(c3OC)c(c(O1)c(c3O)C(C(=C1c(c2)cc(c(O)c2)OC)OC)=O)C",3.21402,0.68602645,2.610711188
"COc(c1)c(C(O2)=C(C(=O)c(c3)c2c(c(c3)OC)OC)OC)cc(c(O)1)OC",3.2086,0.687634209,2.457395557
"O(C)c(c21)c(c(c(c1C(C(=C(c(c3)ccc(OC)c3)O2)OC)=O)O)OC)OC",3.2086,0.687634209,2.47188187
"COc(c1)c(C(O2)=C(C(c(c3OC)c2cc(c3)OC)=O)OC)cc(O)c1OC",3.2086,0.687634209,2.458959992
"O(C)c(c21)c(c(OC)cc(OC(c(c3)cc(c(O)c3)OC)=C(C2=O)OC)1)OC",3.2086,0.687634209,2.423815936
"COc(c3OC)c(cc(c3)C(O2)=C(C(=O)c(c21)c(cc(OC)c1)O)OC)OC",3.2086,0.687634209,2.382045507
"c(c1)c(OC)c(cc1C(O2)=C(C(c(c3OC)c2cc(c3OC)O)=O)OC)OC",3.2086,0.687634209,2.447915437
