,SMILES
7024,c(O4)(c3OC)c(C=CC4(C)C)c(c(c3)C(CC(OC)c(c2)cc(c1c2)OCO1)=O)OC
7029,O(C1O)C(C)(C)C(C1c(c4OC)c(c2cc4)OC(c(c3)cccc3)CC(=O)2)OC(C)=O
7034,Oc(c2CC=C(C)C)c(c(O)cc2O)C(CCc(c1)cc(c(O)c1CC=C(C)C)O)=O
7039,CC(C)=CCCC(=CCc(c(O)1)c(c(C(=O)CCc(c2)ccc(O)c2)c(O)c1O)O)C
7044,CC(C)=CCCC(=CCc(c(O)1)c(c(C(=O)CCc(c2)ccc(O)c2)c(O)c1O)O)C
7049,c(c4)(ccc(c4)C(O2)C(Cc(c(O)3)c2cc(c3)O)OC(=O)c(c1)cc(O)c(O)c(O)1)O
7054,c(c1O)c(c(C(=O)3)c(OC(C3)c(c2O)cccc2)c(CC(CCC(C)(C)O)C(C)=C)1)O
7059,C(C1)C(c(c3CC=C(C)C)cc(C(O)4)c(OC(C4O)(C)C)c(O)3)Oc(c2)c(ccc(O)2)1
7064,O(C)c(c1)ccc(C(O2)=C(C(=O)c(c(OC(C)=O)3)c2c(OC)c(OC)c3)OC(C)=O)c1
7069,c(c1)(O)cc(O3)c(CC(C3c(c4)ccc(c4O)O)OC(=O)C(O)(C=2)C(=O)CCC2)c(O)1
7074,O=C(c32)C(OC)=C(Oc(cc(c(c3O)OC)OCC=C(C)C)2)c(c1)cc(OC)c(O)c1
7079,O=C(c23)C(OC)=C(Oc2c(OC)c(cc(O)3)OCC=C(C)C)c(c1)cc(OC)c(O)c1
7084,O=C(c21)C(OC)=C(c(c3)cc(OC)c(OCC=C(C)C)c3)Oc1c(OC)c(cc2O)O
7089,c(c51)c(c(OC)cc(OCC(C45)Oc(c2C(=O)4)c(C3)c(OC(C(C)(O)CO)3)cc2)1)OC
7094,C(O1)C(O5)C(O)(C(O)c(c53)ccc(O4)c(CC4C(CO)=C)3)c(c2)c1cc(c2OC)OC
7099,C(C(Oc(c4)cc(c(c4O)3)OC(=CC(=O)3)c(c2)cccc2)1)(O)C(O)C(C(C(O)=O)O1)O
7104,c(c3OC)(c(cc(c3)OC)OC)C(O2)CC(c(c12)c(O)cc(OC)c(CC=C(C)C)1)=O
7109,c(c1)c(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(C)C(=O)C2O)O)cc(c(O)1)O
7114,c(O)(c1)ccc(c32)c(oc2c(c5)c(cc(c5)OC(O4)C(O)C(O)C(O)C4CO)OC3=O)1
7119,COc(c21)cc(C(O3)=C(C(c(c(OC)4)c3c(OC)c(O5)c4OC5)=O)OC)cc(OCO2)1
7124,C(O)(C4C)C(C(C(O4)Oc(c3)c(c(c(C)c3O)1)c(c(=Cc(c2)ccc(c2)O)o1)=O)O)O
7129,OC(C1O)C(O)C(c(c32)c(cc(O)c(C(C=C(c(c4)cccc4)O3)=O)2)OC)OC1CO
7134,c(c4)(ccc(c4)C(=C(C)1)Oc(c3)c(c(cc3O)OC(O2)C(C(C(O)C2C)O)O)C1=O)O
7139,C(C1O)(Oc(c(C)2)ccc(C(O4)=CC(c(c43)c(O)cc(O)c3)=O)c2)OC(C(O)C1O)C
7144,c(c1C(O2)=CC(c(c4O)c(cc(c4)OC(C3O)OC(C(O)C3O)C)2)=O)cc(OC)cc1
7149,c(c4O)(cc(cc4)C(=C3)Oc(c(C3=O)1)cc(c([C@H](C2)O[C@H](C)[C@@H](O)C(O)2)c(O)1)O)OC
7154,C(C(=O)3)=C(c(c4)ccc(c4O)OC)Oc(c31)cc(c(C(C2)OC(C)C(O)C(O)2)c(O)1)O
7159,C(=C4)(Oc(c(C4=O)2)c(C(C3O)OC(C)C(C3O)O)c(cc(O)2)OC)c(c1)ccc(c1)O
7164,c(c1C(=C4)Oc(c2)c(C(=O)4)c(c(C(O3)C(O)C(O)C(C3)O)c2OC)O)cc(OC)cc1
7169,COc(c4O)c(c(c(c4)3)C(=O)C=C(O3)c(c2)cccc2)OC(O1)C(O)C(C(O)C(C)1)O
7174,c(c1)ccc(C(O4)=C(C(c(c43)ccc(c(OC)3)OC(O2)C(C(C(O)C2C)O)O)=O)O)c1
7179,O(C)c(c1)ccc(C(=C(OC(O4)C(O)C(C(C(CO)4)O)O)2)Oc(c3)c(ccc3)C2=O)c1
7184,c(c1)(O)cc(O3)c(CC(C3c(c4)ccc(c4O)O)OC(=O)C(O)(C=2)C(O)CCC2)c(O)1
7189,O(C4CO)[C@H]([C@@H](O)[C@H]([C@H]4O)O)c(c21)c(ccc(C(C(c(c3)ccc(c3)OC)=CO2)=O)1)O
7194,c(c1)c(ccc1C(C(=O)4)=COc(c42)cc(O[C@@H]([C@@H](O)3)OC(CO)[C@H](O)[C@@H]3O)cc2)OC
7199,COc(c3OC(O4)C(C(C(O)C4C)O)O)c(c(C1=O)c(c3)OC=C1c(c2)cccc2)O
7204,C(O3)(=C(C(c(c32)c(OC)c(c(c2)O)OC)=O)O)c(c1)cc(c(OC)c1)CCC(CO)C
7209,O(C)C(=C2c(c3)cc(CCC(C)(C)O)c(OC)c3)C(=O)c(c(O2)1)c(c(OC)c(c1)O)O
7214,c(c12)(OC(c(c4)ccc(c4)O)=C(OC(C=Cc(c3)ccc(O)c3)=O)C2=O)cc(cc(O)1)O
7219,c(c1O)c(C=c(c(=O)2)oc(c3)c2c(cc(OC(O4)C(O)C(O)C(O)C(C)4)3)O)ccc1O
7224,c(c1O)c(C=c(c4=O)oc(c43)cc(cc3)OC(O2)C(O)C(O)C(O)C2CO)ccc1O
7229,c(c1)c(C(=C4)Oc(c3C(=O)4)cc(cc3)OC(O2)C(O)C(O)C(O)C2CO)cc(c(O)1)O
7234,c(c1)c(C(=C4)Oc(c3C(=O)4)cc(cc3)OC(O2)C(O)C(O)C(O)C2CO)cc(c(O)1)O
7239,C(O1)(Oc(c4)cc(c(c4)2)OC(c(c3)cc(O)c(O)c(O)3)=CC2=O)C(O)C(O)C(O)C(C)1
7244,c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(O)C(O)C2CO)(c(O)1)cccc1
7249,C(C(O)1)(c(c(O)4)c(O2)c(c(O)c4)C(=O)C=C2c(c3)ccc(O)c3)OC(CO)C(O)C1O
7254,C(C(O)1)(c(c(O)4)c(O2)c(c(O)c4)C(=O)C=C2c(c3)ccc(O)c3)OC(CO)C(O)C1O
7259,Oc(c1)ccc(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)[C@@H]([C@@H](O)2)OC(CO)[C@H](O)[C@@H]2O)O)c1
7264,[C@H]([C@@H](O)1)(c(c(O)4)c(O2)c(c(O)c4)C(=O)C=C2c(c3)ccc(O)c3)OC(CO)[C@H](O)[C@@H]1O
7269,[C@@H]([C@@H]1Oc(c4)c(C(=O)3)c(cc(O)4)OC(=C3)c(c2)ccc(O)c2)(O)[C@@H](O)[C@@H](O)C(O1)CO
7274,C(C1Oc(c4)c(C(=O)3)c(cc(O)4)OC(=C3)c(c2)ccc(O)c2)(O)C(O)C(O)C(O1)CO
7279,Oc(c1)ccc(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(O)C(O)C2CO)c1
7284,Oc(c1)ccc(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(O)C(O)C2CO)c1
7289,c(c1C(=C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)cc(OC(O2)C(O)C(O)C(O)C2CO)cc1
7294,Oc(c1)ccc(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(CO)C(O)C2O)O)c1
7299,c(c1)c(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(C)C(O)C2O)O)cc(c(O)1)O
7304,c(c1)c(C(=C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(C)C(O)C2O)O)cc(c(O)1)O
7309,c(O)(c2)c(C(=O)4)c(OC(=C4)c(c3)cc(c(O)c3)O)c(c(O)2)C(C(O)1)OC(C)C(O)C1O
7314,c(c1)c(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(O)C(O)C(C)2)cc(c(O)1)O
7319,c(c2)(C(=C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)cc(c(O)c2)OC(O1)C(O)C(O)C(O)C(C)1
7324,c(c1)(C(=C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(C(O)C2)O)cc(c(O)c1)OC
7329,[C@@H]([C@@H]1Oc(c(O)2)c(O)cc(O3)c(C(=O)C=C(c(c4)cccc4)3)2)(O)[C@@H](O)[C@@H](O)C(O1)CO
7334,C(=O)(C=3)c(c2O)c(OC3c(c4)ccc(O)c4)cc(c2O)OC(O1)C(O)C(O)C(O)C(C)1
7339,C(C1Oc(c42)cc(c(O)c2OC(=CC4=O)c(c3)cccc3)O)(O)C(O)C(O)C(O1)CO
7344,C(C1Oc(c(O)2)cc(O)c(C(=O)4)c2OC(=C4)c(c3)cccc3)(O)C(O)C(O)C(O1)CO
7349,C(C(O)1)(c(c2O)c(O3)c(C(C(O)=C3c(c4)ccc(O)c4)=O)cc2)OC(CO)C(O)C1O
7354,C(C1OC(C2=O)=C(c(c4)ccc(O)c4)Oc(c3)c(ccc(O)3)2)(O)C(O)C(O)C(O1)CO
7359,c(c4)c(ccc(O)4)C(=C3O)Oc(c(C3=O)2)cc(cc2)OC(O1)C(O)C(O)C(O)C1CO
7364,C(O1)(Oc(c4)cc(c3c4O)OC(=C(C(=O)3)O)c(c2)cccc2)C(O)C(O)C(O)C1CO
7369,c(c3)(ccc(OC(O4)C(O)C(O)C(O)C4CO)c3)C(=C2O)Oc(c1)c(C2=O)ccc(O)1
7374,O(C(C(=O)3)=C(Oc(c4)c3c(cc(O)4)O)c(c2)cccc2)C(C(O)1)OC(CO)C(O)C1O
7379,c(c4)c(ccc(O)4)C(=C3O)Oc(c(C3=O)1)cc(O)cc1OC(O2)C(O)C(O)C(O)C(C)2
7384,C(C(=O)3)(=C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(O)c2)OC(O1)C(O)C(O)C(O)C(C)1
7389,c(c4)c(ccc(O)4)C(=C3O)Oc(c1)c(C3=O)c(cc(OC(O2)C(O)C(O)C(O)C(C)2)1)O
7394,c(c3)(ccc(OC(O4)C(O)C(O)C(O)C(C)4)c3)C(=C2O)Oc(c1)c(C2=O)c(cc(O)1)O
7399,C(C(=O)3)(=C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(OC)c2)OC(O1)C(O)C(C(O)C1)O
7404,COc(c(O)1)c(cc(C(O2)=C(C(c(c(OC)3)c2c(OC)c(O4)c3OC4)=O)OC)c1)OC
7409,c(c3C(C(O)4)OC(CO)C(O)C4O)(ccc(c31)C(C(c(c2)cc(c(O)c2)O)=CO1)=O)O
7414,c(c1C(C3=O)=COc(c4)c3cc(O)c(O)4)cc(OC(O2)C(O)C(O)C(O)C2CO)cc1
7419,c(c1C(C(=O)2)=COc(c3)c2c(cc(O[C@H](O4)[C@@H](O)[C@@H](O)[C@@H](O)C4CO)3)O)cccc1O
7424,C(C(O)1)(c(c(O)4)c(c(c(O)c4)3)OC=C(C3=O)c(c2)ccc(O)c2)OC(CO)C(O)C1O
7429,Oc(c1)ccc(C(C(=O)2)=COc(c3)c2c(cc(OC(O4)C(O)C(O)C(O)C4CO)3)O)c1
7434,c(c1C(C(=O)3)=COc(c4)c3c(cc(O)4)O)cc(OC(O2)C(O)C(O)C(O)C2CO)cc1
7439,C(c(c5)ccc(c5)O)(C4)c(c3OC4=O)c(O)c(c(c3)1)C(CC(c(c2)ccc(c2)OC)O1)=O
7444,C(C1Oc(c24)cc(O)cc2OC=C(C4=O)c(c3)ccc(O)c3)(O)C(O)C(O)C(O1)CO
7449,O=C(c42)CC(Oc(cc(c(c(O)4)C)OC(C(O)3)OC(CO)C(C3O)O)2)c(c1)cccc1
7454,O=C(c42)CC(Oc(cc(c(c(O)4)C)OC(C(O)3)OC(CO)C(C3O)O)2)c(c1)cccc1
7459,c(O1)(c3)c(c(c(c(OC)3)C(=O)C=Cc(c2)c(OC)c(c(c2OC)OC)OC)OC)OC1
7464,O(c(c42)cc(OC)cc2OC(CC4=O)c(c3)cccc3)[C@@H]([C@@H](O)1)OC(CO)[C@@H]([C@@H]1O)O
7469,c(c1C(O2)CC(c(c4O)c(cc(c4)OC(C3O)OC(C(O)C3O)C)2)=O)cc(OC)cc1
7474,O(C)c(c3OC)cc(c(c(OC)3)1)OC(c(c2)c(OC)c(OC)c(OC)c(OC)2)=CC(=O)1
7479,c(C(=O)1)(c(OC)3)c(c(OC)c(OC)c(OC)3)OC(c(c2)c(cc(OC)c2OC)OC)=C1
7484,C(=O)(C=1)c(c(OC)3)c(c(OC)c(OC)c(OC)3)OC(c(c2)cc(c(c(OC)2)OC)OC)1
7489,COc(c(OC)3)c(OC)c(C2=O)c(c3)OC(=C2OC)c(c(OC)1)cc(c(c1)OC)OC
7494,COc(c(OC)3)c(OC)c(c(c3)1)C(=O)C(OC)=C(c(c2)cc(c(OC)c2OC)OC)O1
7499,O(c(c3OC)c(cc(c3)C(O1)=C(C(=O)c(c2OC)c1c(OC)c(OC)c2)OC)OC)C
7504,O(C1)c(c2)c(ccc2C(O3)CCc(c4)c(cc(OC(C(O)5)OC(CO)C(O)C5O)c4)3)O1
7509,c(c1)c(ccc1C(C(=O)4)COc(c42)cc(O[C@@H]([C@@H](O)3)OC(CO)[C@H](O)[C@@H]3O)cc2)OC
7514,C(OC)(=C(c(c3)cc(c(c3)OC)OC)2)C(=O)c(c(OC)1)c(O2)c(OC)c(OC)c1OC
7519,O(c51)C(C=Cc1c(c(c(c5)O)4)OC(=C(C(=O)4)3)c(c2OC(C=C(C)C)3)ccc(c2)OC)(C)C
7524,C(O1)C(c45)C(Oc(cc(cc5)OC)4)c(c3)c1cc(c3)O[C@@H]([C@@H](O)2)OC(CO)[C@H](O)[C@@H]2O
7529,C(C1Oc(c4)c(c(cc(O)4)3)cc(c([o+1]3)c(c2)ccc(O)c2)O)(O)C(O)C(O)C(O1)CO
7534,c(c4)(ccc(O)c4)c(c(O[C@@H](C(O)3)O[C@H](CO)[C@H](O)C3O)1)[o+1]c(c2)c(c(cc(O)2)O)c1
7539,c(c(O)4)c(O)c(c(c4)2)cc(c(c(c3)cc(c(O)c3)O)[o+1]2)OC(O1)C(O)C(O)C(O)C(C)1
7544,Oc(c1)ccc(c([o+1]4)c(O)cc(c24)c(cc(OC(O3)C(O)C(O)C(O)C3CO)c2)O)c1
7549,c(c4)(ccc(O)c4)c(c(O[C@@H](C(O)3)O[C@H](CO)[C@H](O)C3O)1)[o+1]c(c2)c(c(cc(O)2)O)c1
7554,c(c4)([o+1]c(c(c4)3)cc(cc3O)OC(O2)C(O)C(O)C(O)C2CO)c(c1)cc(c(O)c1)O
7557,C(O1)(Oc(c(c(c4)cc(c(O)c4)OC)3)cc(c2[o+1]3)c(cc(O)c2)O)C(O)C(C(O)C1)O
7562,C(C1Oc(c4)c(c(cc(O)4)3)ccc([o+1]3)c(c2)cc(c(O)c2)O)(O)C(O)C(O)C(O1)CO
7567,O(C1)C(Oc(c2)c(O)c(O)cc(C(=C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)2)C(O)C(C(O)1)O
7572,C(O1)(Oc(c2)c(C(=C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)cc(O)c(O)2)C(O)C(C(O)C1)O
7577,C(=O)(C=1)c(c3O)c(cc(O)c3OC(O4)C(O)C(C(O)C4)O)OC1c(c2)cc(c(O)c2)O
7582,C(O1)(Oc(c2O)cc(O3)c(C(=O)C=C3c(c4)cc(c(O)c4)O)c2O)C(O)C(C(O)C1)O
7587,C(O1)(Oc(c2O)cc(O3)c(C(=O)C=C3c(c4)cc(c(O)c4)O)c2O)C(O)C(C(O)C1)O
7592,C(O)C(C1O)(COC1Oc(c2O)cc(O3)c(C(=O)C=C3c(c4)cc(c(O)c4)O)c2O)O
7597,C(O1)(Oc(c(O)2)cc(O)c(C(=O)4)c2OC(=C4)c(c3)cc(c(O)c3)O)C(O)C(C(O)C1)O
7602,O(C(C(=O)3)=C(Oc(c4)c3c(cc(O)4)O)c(c2)cc(c(O)c2)O)C(C(O)1)OC(CO)C1O
7607,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)=C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7612,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)=C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7617,O(C(Oc(c4)cc(c2c4O)OC(c(c3)cc(c(O)c3)O)=C(C(=O)2)O)1)CC(O)C(O)C(O)1
7622,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)=C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7627,O(C1)C(Oc(c(O)4)cc(cc4)C(=C3O)Oc(c2)c(C3=O)c(cc(O)2)O)C(O)C(C(O)1)O
7632,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)=C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7637,C(O1)(Oc(c4O)cc(c(c34)C(C(O)=C(O3)c(c2)ccc(O)c2)=O)O)C(O)C(C(O)C1)O
7642,c(c4)c(ccc(O)4)C(O1)=C(C(c(c2O)c1c(OC(O3)C(O)C(C(O)C3)O)c(O)c2)=O)O
7647,c(c4)c(ccc(O)4)C(O1)=C(C(c(c2O)c1c(OC(O3)C(O)C(C(O)C3)O)c(O)c2)=O)O
7652,c(c(O)5)c(c(c4c5)C(=O)C=C(O4)c(c1)cc(O2)c(OC(c(c3)ccc(O)c3)C(CO)2)c1)O
7657,Oc(c1)cc(O)c(C(=O)C=Cc(c2)ccc(O)c2OC(O3)C(O)C(O)C(O)C3CO)c1
7662,c(c2)c(cc(O)c2C(=O)C=Cc(c3)cc(c(O)c3)O)O[C@H](O1)[C@@H](O)[C@@H](O)[C@@H](O)C1CO
7667,[C@@H]([C@@H]1Oc(c2)c(C(=O)C=Cc(c3)ccc(O)c3)c(cc(O)2)O)(O)[C@@H](O)[C@@H](O)C(O1)CO
7672,c(c1O)c(c(C(=O)C=Cc(c2)ccc(OC(O3)C(O)C(O)C(O)C3CO)c2)c(c1)O)O
7677,c(O)(c4)ccc(c41)C(=O)CC(c(c3)cc(c(O)c3)O[C@@H](O2)C(O)C(O)[C@H](O)[C@@H]2CO)O1
7682,Oc(c3)ccc(c3)C=CC(c(c2O)c(cc(c2)O[C@H](O1)[C@@H](O)[C@@H](O)[C@@H](O)C1CO)O)=O
7687,O(c32)C(CC(=O)c2ccc(c3C(C(O)4)OC(CO)C(O)C4O)O)c(c1)cc(c(O)c1)O
7692,c(c1)c(C(C4)Oc(c3C(=O)4)cc(cc3)OC(O2)C(O)C(O)C(O)C2CO)cc(c(O)1)O
7697,[C@@H](O1)(Oc(c2)cc(c(C(CC(=O)c(c3)cccc3)=O)c2O)O)[C@@H](O)[C@@H](O)[C@@H](O)C1CO
7702,[C@@H]([C@@H]1Oc(c3)c(c(cc(O)3)O)C(CC(=O)c(c2)cccc2)=O)(O)[C@@H](O)[C@@H](O)C(O1)CO
7707,c(C(C4)Oc(c3C(=O)4)cc(cc(O)3)O[C@H](O2)[C@@H](O)[C@@H](O)[C@@H](O)C2CO)(c(O)1)cccc1
7712,c(c1C(C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)cc(OC(O2)C(O)C(O)C(O)C2CO)cc1
7717,c(c1)c(C(C2)Oc(c3O)c(ccc3OC(O4)C(O)C(O)C(O)C(C)4)C(=O)2)cc(c(O)1)O
7722,c(c1C(C3)Oc(c4)c(c(cc(O)4)O)C(=O)3)cc(OC(O2)C(O)C(O)C(O)C2CO)cc1
7727,[C@H]([C@@H](O)1)(c(c(O)4)c(O2)c(c(O)c4)C(=O)C[C@H]2c(c3)ccc(O)c3)OC(CO)[C@H](O)[C@@H]1O
7732,Oc(c1)ccc(C(C4)Oc(c3)c(C(=O)4)c(c(c(O)3)C(C(O)2)OC(CO)C(O)C2O)O)c1
7737,C(O3)(c(c4)ccc(O)c4)([H])CC(=O)c(c31)c(cc(OC(O2)C(O)C(O)C(O)C2CO)c1)O
7742,[C@@H]([C@@H]1Oc(c4)c(C(=O)3)c(cc(O)4)OC(C3)c(c2)ccc(O)c2)(O)[C@@H](O)[C@@H](O)C(O1)CO
7747,c(c1)c(C(C4)Oc(c3C(=O)4)cc(cc(O)3)OC(O2)C(O)C(O)C(O)C(C)2)cc(c(O)1)O
7752,COc(c3OC)cc(c(c3O)OC)C(O2)=CC(c(c21)c(c(c(c(OC)1)OC)OC)O)=O
7757,C(=O)(C3)c(c2OC3c(c4)cc(c(O)c4)O)c(cc(O)c2)OC(O1)C(O)C(O)C(O)C(C)1
7762,C(C1Oc(c2O)cc(O3)c(C(=O)CC(c(c4)cccc4)3)c2O)(O)C(O)C(O)C(O1)CO
7767,C(=O)(C1)c(c(O)4)c(c(c(c4)OC(O3)C(O)C(O)C(O)C(C)3)O)OC1c(c2)ccc(O)c2
7772,C(C1OC(C2=O)C(c(c4)ccc(O)c4)Oc(c3)c(ccc(O)3)2)(O)C(O)C(O)C(O1)CO
7777,C(O1)(Oc(c4)cc(c2c4)OC(c(c3)cc(c(O)c3)O)C(C2=O)O)C(O)C(O)C(O)C(C)1
7782,C(C(=O)3)(C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(O)c2)OC(O1)C(O)C(O)C(O)C(C)1
7787,c(c4)c(ccc(O)4)C(C3O)Oc(c1)c(C3=O)c(cc(OC(O2)C(O)C(O)C(O)C(C)2)1)O
7792,C(C(=O)3)(C(Oc(c4)c3c(cc(O)4)O)c(c2)ccc(O)c2)OC(O1)C(O)C(O)C(O)C(C)1
7797,O(C)c(c31)c(c(c(c1C(C(=C(O3)c(c2)c(cc(OC)c(OC)2)O)OC)=O)O)OC)OC
7802,O(C)c(c31)c(c(c(OC)c1C(C(OC)=C(O3)c(c2)cc(O)c(c(O)2)OC)=O)OC)OC
7807,C(O2)(c(c3)cc(OC)c(c(O)3)OC)=C(C(c(c21)c(c(c(c(OC)1)OC)OC)O)=O)OC
7812,COc(c1)c(C(O3)=C(C(c(c32)c(c(c(O)c2OC)OC)O)=O)OC)cc(OC)c1OC
7817,C(=C1)c(c52)c(cc(O)c2C(C(=C(O5)3)CC(C(C)=C)c(c(O)4)c(c(O)cc4O)3)=O)OC1(C)C
7822,C(O2)(c(c3)cc(OC)c(OC)c3OC)=C(C(c(c21)c(c(c(O)c1OC)OC)O)=O)OC
7827,O(c45)C(c32)=C(C(=O)c(c(cc(O6)c(C=CC6(C)C)5)O)4)CC(c13)C(Oc(c(O)cc2O)1)(C)C
7832,c(c1)(ccc(C(O2)=C(C(c(c(O)4)c2c(c(OC)c4)C(C)c(c3)ccc(c3)O)=O)O)c1)OC
7837,c(c1C(=C(OC)3)Oc(c2C(C)c(c4)ccc(c4)O)c(C3=O)c(cc2O)O)cc(cc1)OC
7842,c(c4)c(ccc4O)C[C@@H](O3)[C@H](c(c32)ccc(O)c2)OC([C@@H](OC)1)C([C@@H]([C@@H](O1)CO)O)O
7847,COc(c(OC)1)c(OC)c(cc1C(=O)CC(=O)c(c(OC)2)cc(c(OC)c2)OC)OC
7852,COc(c1C(=O)C=Cc(c2)c(OC)c(c(c2OC)OC)OC)c(c(cc1O)OC)OC
7857,O(C)c(c3OC)cc(c(c(OC)3)1)OC(c(c2)c(OC)c(OC)c(OC)c(OC)2)CC(=O)1
7862,c(C(=O)CCc(c3)ccc(O)c3)(c(O[C@@H]([C@@H](O)2)OC(CO)[C@@H]([C@@H]2O)O)1)ccc(OC)c1
7867,C(=O)(C1)c(c(OC)3)c(c(OC)c(OC)c(OC)3)OC(c(c2)cc(c(c(OC)2)OC)OC)1
7872,CC(C)=CC(C4=2)Oc(c1)c(C2Oc(c(C4=O)3)cc(OC)c(CC=C(C)C)c3O)ccc(O)1
7877,c(c1)(O4)c(C(=O)C(=C34)C(C=C(C)C)Oc(c23)cc(OC)cc2)c(c(c1O)C=CC(C)C)O
7882,c(c2)(C4=O)c(OC(=C4OC)c(c3)ccc(O)c(O)3)c(CC=C(C)C)c(c21)OC(C=C1)(C)C
7887,c(c52)c(O1)c(cc2C(=O)C(=CO5)c(c3OC)ccc(O4)c3C=CC4(C)C)CC(O)C1(C)C
7892,c(c4)(c(O)cc(OC)c4)C(C3=O)=COc(c23)c(CC=C(C)C)c(c(c2O)1)OC(C=C1)(C)C
7897,c(c1)(ccc(C(C4=O)=C(O)c(c(O4)3)c(OC)c(CC=C(C)C)c(c23)OC(C=C2)(C)C)c1)O
7902,C(c41)=CC(Oc1c(CC=C(C)C)c(O2)c(c4OC)C(=C(c(c3)ccc(c3)O)C(=O)2)O)(C)C
7907,C(O)C(C1O)(COC(OC(C(=O)3)C(Oc(c4)c3c(cc(O)4)O)c(c2)cc(c(O)c2)O)1)O
7912,C(O1)(Oc(c(c(c4)cc(O)c(O)c(O)4)3)cc(c2[o+1]3)c(cc(O)c2)O)C(O)C(C(O)C1)O
7917,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7922,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7927,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7932,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7937,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7942,O(C(C(=O)3)C(Oc(c4)c3c(cc(O)4)O)c(c2)cc(c(O)c2)O)C(C(O)1)OC(CO)C1O
7947,c(c5)c(ccc5O)C(c41)CC(=O)Oc(cc(O)c(c34)CC(C(O3)c(c2)cc(c(O)c2)O)O)1
7952,O=C(C=Cc(c4)cccc4)OC(C2)C(c(c3)cc(c(c(O)3)O)O)Oc(c21)cc(cc(O)1)O
7957,Oc(c3)ccc(c3)CCC(=O)c(c1O)c(O)cc(c1C(C(O)2)OC(CO)C(O)C2O)O
7962,C(C(=O)2)(OC(O4)C(O)C(C(O)C4)O)C(Oc(c3)c2c(cc(O)3)O)c(c1)cc(c(O)c1)O
7967,Oc(c1)ccc(CC(O)C(c(c2)c(O)c([C@@H]([C@@H](O)3)OC(CO)[C@H](O)[C@@H]3O)c(c2)O)=O)c1
7972,c(C(C(Cc(c3)ccc(O)c3)OC(O2)C(O)C(O)C(O)C2CO)=O)(c1)c(O)cc(O)c1
7977,Oc(c1)ccc(C(CC(c(c2)c(O)c([C@@H]([C@@H](O)3)OC(CO)[C@H](O)[C@@H]3O)c(c2)O)=O)O)c1
7982,C(C1Oc(c2)c(C(=O)CCc(c3)ccc(O)c3)c(cc(O)2)O)(O)C(O)C(O)C(O1)CO
7987,Oc(c3)ccc(c3)CCC(c(c2O)c(cc(c2)O[C@H](O1)[C@@H](O)[C@@H](O)[C@@H](O)C1CO)O)=O
7992,Oc(c1)ccc(C(CC(c(c3)c(cc(O)c3)OC(O2)C(O)C(O)C(O)C2CO)=O)O)c1
7997,C(C1OC(C3c(c4)ccc(O)c4)Cc(c2O3)c(cc(O)c2)O)(O)C(O)C(O)C(O1)CO
